beta_0,beta_1,sigma,log_lik
0.55289366,0.73481098,0.81286657,-3.9208822
0.69931054,0.69773166,0.67400378,-3.7209787
-0.040666815,0.8739172,0.67220625,-3.5814553
0.11797223,0.84068652,0.60306669,-3.480348
0.11797223,0.84068652,0.60306669,-3.480348
0.11797223,0.84068652,0.60306669,-3.480348
0.3646843,0.88079743,0.66583153,-3.6887401
0.37340235,1.0770173,1.0516404,-5.9638398
1.2178171,0.57083371,1.0933231,-4.7601361
0.039667539,0.89163507,0.80395832,-3.7371131
0.42075121,0.76246418,0.67550075,-3.6419415
-0.036698324,0.70967768,1.1672274,-5.6428023
-1.367125,1.4582874,0.96708294,-4.9046941
-1.5695483,1.1740077,0.8184138,-5.0839393
0.93251028,0.41300127,0.98917418,-6.0725045
-1.8132101,1.6518993,0.88718023,-5.8224871
-2.6805971,1.5217965,0.89106134,-5.0862021
5.747182,-0.40687048,1.8915614,-7.9016398
3.0520384,0.29369298,1.1502035,-6.4508212
1.9615614,0.17482834,1.114684,-5.9354117
2.8471256,0.076767062,0.92720114,-5.4465322
3.1429248,0.0665109,0.89732349,-5.5860616
0.76330348,0.66876762,0.83095539,-4.0577966
0.48431063,0.61136038,0.7521704,-5.1202115
-1.2714602,1.1422631,0.83423312,-4.441526
-0.3480242,1.1916147,0.85472948,-4.8586885
-0.83529134,1.0497019,1.1043783,-4.7565581
-0.72089527,1.3064544,0.803313,-5.023119
-1.9814583,1.2934303,1.8263472,-6.5420756
-3.0746005,1.956868,1.7886853,-6.6567912
-0.72227829,1.1915375,1.1591338,-4.780095
-0.54417822,0.98795222,1.4443762,-5.5008924
3.51775,-0.046532908,1.1540511,-5.8776824
3.5223208,0.031886029,1.1956275,-6.0157503
2.9246741,0.28508225,2.7707338,-8.0686951
2.3550624,0.045205857,1.4799286,-6.4824375
2.2615473,0.17362251,1.4153933,-5.9319043
7.0263946,-1.1728325,1.6357857,-8.199743
-4.3041082,2.0710694,0.60475777,-7.0769065
-4.1113987,1.9919948,0.57920469,-7.1650368
-4.1113987,1.9919948,0.57920469,-7.1650368
-4.4638377,2.157764,0.56376451,-7.9034897
-4.4638377,2.157764,0.56376451,-7.9034897
-4.3803211,2.1281442,0.55416107,-7.8501714
-4.3803211,2.1281442,0.55416107,-7.8501714
-4.5562858,2.15698,0.58282461,-7.846042
-4.5562858,2.15698,0.58282461,-7.846042
-4.3038493,2.1964963,0.57538429,-7.9892346
-3.9447981,1.982595,1.1826677,-5.5710986
-5.4200432,2.1110703,1.1050549,-8.3128819
-2.1447538,1.6927332,1.6091009,-6.2112371
-2.3649505,1.5173266,1.5454143,-5.8209079
-0.24882013,0.90893938,0.73510369,-3.8114068
-2.7008985,1.8083756,0.83423845,-5.163165
-1.5894011,1.4111983,0.90378892,-4.1743395
-1.0627347,1.1659733,0.77851357,-3.7431833
-1.3152283,1.3253499,1.0270369,-4.4119033
1.0778747,0.45521677,0.75983154,-5.2677676
1.4648025,0.45338837,0.63520235,-4.4993245
1.8072764,0.34130424,0.63054167,-5.0472167
0.81326924,0.63033539,0.87527354,-4.2632045
-1.0685373,1.006319,0.76137065,-5.5141619
-1.4533791,1.3172883,1.0399658,-4.4280971
2.5941384,0.16366507,0.98276371,-5.2350851
-2.5690897,1.7366696,1.0944054,-5.0889675
-3.1857159,1.6035427,1.0655268,-5.8672486
1.8228426,0.28966814,0.91507649,-5.164724
0.24784987,0.88902565,1.344039,-5.2192403
-3.9235015,1.8196523,0.93445798,-6.2781255
-3.8814914,1.8305512,0.94149427,-6.0175408
-6.1260144,2.3760166,1.4216085,-7.5319958
-5.5950067,2.6889916,1.3288209,-7.2966701
-4.1545093,2.0456764,0.88123333,-5.5531954
2.8863996,0.12407565,0.90075859,-5.3628518
2.5814253,0.1838466,0.93865064,-5.163373
2.2171998,0.35460108,1.402689,-5.7135241
3.4364428,0.019266109,1.3678074,-6.0766459
3.7746552,0.059314815,1.2919456,-6.5833188
2.096122,0.23668676,0.96371097,-5.1891513
-2.4553521,1.5058056,0.74362008,-4.538255
-2.4553521,1.5058056,0.74362008,-4.538255
-1.9256012,1.3017292,0.80873003,-4.8391846
-1.9256012,1.3017292,0.80873003,-4.8391846
-1.7815111,1.2931579,0.79739256,-4.4515473
-1.7815111,1.2931579,0.79739256,-4.4515473
-2.2766805,1.4809465,0.78962087,-4.288838
-2.2718658,1.5205776,0.75128239,-4.079194
-0.36389117,0.97212246,0.78416983,-3.7247319
-0.36389117,0.97212246,0.78416983,-3.7247319
0.89699589,0.65088147,0.81516551,-4.0293918
1.2198275,0.54597848,0.72430986,-4.1125576
1.3008683,0.39388363,0.68136008,-5.6503771
-2.6269038,1.6132919,1.137148,-4.9734303
-1.8631923,1.2696085,1.1115104,-5.2467558
-1.0876073,1.3924278,1.2066511,-5.3393315
-1.4973603,1.0851498,1.4022409,-6.1525899
-3.6183207,1.6530168,1.0454633,-6.8210987
-0.59553693,1.0236253,1.3193128,-5.1634598
-3.2589251,2.0126404,1.5236163,-6.3251917
-1.7661134,1.2122925,1.4262748,-5.9181014
-3.8421684,1.6753372,1.4415505,-7.0360192
-2.9854519,2.0160662,1.2804181,-6.5113354
-2.8414724,1.8275002,1.3040736,-5.6018708
-2.3085476,1.5191469,0.8126384,-4.2155244
-1.1527583,1.2980158,1.0161398,-4.4036359
-1.4301282,1.2870824,1.000719,-4.3375116
-1.1207657,1.3375309,1.0552677,-4.6842412
-1.2916734,1.2119067,0.95382112,-4.2839281
-2.6664209,1.5904763,1.2215094,-5.2206026
-2.9525828,1.5279394,1.318574,-6.0477051
-3.2836443,1.7069693,1.5899175,-6.1831102
1.013454,0.59847413,1.1995974,-4.9933139
-1.9442444,1.3321833,0.79258211,-4.570648
-0.044058927,0.94712601,0.90103319,-3.9843748
1.235629,0.58671495,0.81414883,-4.1640871
-1.6198337,1.463148,1.0628294,-4.721582
-1.6430094,1.3980535,1.0998252,-4.6315392
1.0215352,0.63092929,1.0587568,-4.6193228
-1.2016067,1.2124324,0.76682461,-3.7114727
-1.350438,1.2811604,0.65562186,-3.4529095
0.17951029,1.0063638,0.75617804,-4.4087629
-3.5632808,1.9558703,1.0027794,-5.2100765
-0.54043655,1.0912432,0.75424682,-3.5524662
-0.54043655,1.0912432,0.75424682,-3.5524662
-1.7675555,1.5096936,0.81125796,-4.3114586
-1.1344264,1.3301357,0.96747265,-4.4280987
-0.99090942,1.2281313,1.0199066,-4.3405823
-2.9471407,1.7457467,1.2836505,-5.3630767
-0.53923887,0.97956136,1.0506229,-4.5712794
-0.66908379,0.95917511,1.0636315,-4.9025422
0.26166599,0.71315837,0.84240096,-4.5389337
-2.6761403,1.6282153,0.81718851,-4.412844
-2.1774802,1.5450284,0.78319067,-4.0669577
-0.67513107,1.1460343,0.83673049,-3.8191969
-0.67513107,1.1460343,0.83673049,-3.8191969
1.9029089,0.42086316,0.67244869,-4.6422324
1.9029089,0.42086316,0.67244869,-4.6422324
1.9045114,0.42984383,0.53183205,-5.2791543
1.9045114,0.42984383,0.53183205,-5.2791543
1.5385259,0.56741768,0.55249826,-4.89939
1.5385259,0.56741768,0.55249826,-4.89939
1.5385259,0.56741768,0.55249826,-4.89939
1.5217625,0.44528083,0.58362731,-4.6439117
1.5217625,0.44528083,0.58362731,-4.6439117
1.5217625,0.44528083,0.58362731,-4.6439117
1.4497603,0.49227657,0.54341863,-4.5301718
1.4497603,0.49227657,0.54341863,-4.5301718
2.1369708,0.41317343,0.58965007,-5.6279492
2.1369708,0.41317343,0.58965007,-5.6279492
2.1369708,0.41317343,0.58965007,-5.6279492
1.9655855,0.28341993,0.54421049,-6.037371
2.1528975,0.39439467,0.5309884,-6.0042481
1.6832513,0.40608961,0.55766344,-4.9292625
1.6832513,0.40608961,0.55766344,-4.9292625
1.6832513,0.40608961,0.55766344,-4.9292625
1.6832513,0.40608961,0.55766344,-4.9292625
1.6832513,0.40608961,0.55766344,-4.9292625
1.6832513,0.40608961,0.55766344,-4.9292625
1.6832513,0.40608961,0.55766344,-4.9292625
1.6832513,0.40608961,0.55766344,-4.9292625
1.839815,0.42737377,0.6212793,-4.6642039
1.9105959,0.38789094,0.694891,-4.5999976
3.7970974,-0.23012882,0.9071079,-6.5654194
0.48802188,0.87455433,1.4755985,-5.6228465
0.68440591,1.0173267,1.3878848,-6.4006163
-7.3040375,2.7664434,1.4892451,-7.8448246
1.8140275,0.63305249,0.99254181,-5.8816367
1.4919379,0.32026058,1.118058,-5.6378453
-2.4845189,1.3933597,1.0270093,-5.7387437
0.11193129,0.70928411,1.262646,-5.512409
-0.061833838,0.69899716,1.2773659,-5.9053045
0.52718372,0.72337138,1.5156129,-5.6638391
-0.31697721,1.1467258,1.6409832,-6.0430328
-1.2874311,1.0499976,1.0802962,-5.6181525
-1.2330148,1.060042,1.0823915,-5.383204
-0.09743271,0.93209344,0.65132603,-3.3458853
-0.09743271,0.93209344,0.65132603,-3.3458853
0.62657899,0.83264895,0.74152004,-4.0515951
0.51451597,0.83431678,0.67363188,-3.727701
0.51451597,0.83431678,0.67363188,-3.727701
0.51451597,0.83431678,0.67363188,-3.727701
0.51451597,0.83431678,0.67363188,-3.727701
0.51451597,0.83431678,0.67363188,-3.727701
0.87035637,0.74071568,0.6902105,-3.9515253
-0.16098507,0.88708198,0.73151738,-3.7985798
-1.0404724,1.214637,0.92193691,-4.0414644
-2.3217662,1.5026826,0.9526654,-4.5367668
-0.94491994,1.1444691,1.0372303,-4.3921708
-0.65188983,1.1203436,0.89299084,-3.9396607
0.2906462,1.0465202,0.92582696,-5.3221323
3.079318,0.30813634,2.4679317,-7.813706
2.8878736,-0.20675114,2.1508665,-7.7219562
2.5585052,0.10398467,1.1503677,-5.6219076
1.0741714,0.53665928,1.2465375,-5.2149814
1.5093927,1.141786,2.3552534,-9.1030001
3.0689281,-0.70434163,3.1992209,-10.017217
-1.7308416,0.89816459,1.7839024,-8.1897936
0.55672324,0.95845618,1.5829068,-6.1424038
2.7799682,-0.020689848,1.9420821,-6.9794498
1.1269006,0.39551471,1.1734359,-5.7835333
2.0249351,0.62051734,1.5127896,-6.5700516
0.74187722,0.23059943,1.3102585,-8.6712094
-0.71249902,0.81681994,0.91610245,-6.7254966
-0.25064292,0.86255468,0.9848793,-4.6326413
0.38645366,0.88551691,1.1226762,-4.7458192
3.2923133,0.12352989,1.3544178,-6.1305433
0.73576241,0.99355548,2.3029007,-7.5027625
2.6645857,-0.33768653,3.6457504,-9.4958785
3.2502055,0.40089279,2.3868332,-8.1107729
0.1479417,0.62344399,0.90741231,-6.0670097
-0.46629113,0.93820611,0.70597715,-4.0490613
-1.2473418,1.2287681,0.63084793,-3.4520825
-1.2473418,1.2287681,0.63084793,-3.4520825
-1.2473418,1.2287681,0.63084793,-3.4520825
-1.2473418,1.2287681,0.63084793,-3.4520825
-1.1591042,1.1452299,0.67890489,-3.9282828
2.978101,0.14237799,0.99847261,-5.4816671
0.73311165,0.88437861,1.1768814,-5.331561
-2.1597702,1.3449504,1.6787867,-6.3002001
-3.3094045,1.718982,0.95466922,-5.284111
-2.3099676,1.5363556,1.2784991,-5.1969539
-2.0154556,1.6531972,1.5913831,-6.1514462
-0.76933592,1.281485,0.7503663,-4.5077093
-1.5254849,1.3362168,0.64659168,-3.5050264
-1.6094213,1.3250238,0.85848292,-4.0339028
0.59888159,0.70502195,0.88150305,-4.1465716
0.63138167,0.78185166,0.97806929,-4.3417065
-0.81598407,0.98967913,1.1989288,-5.2295038
-6.5362466,2.9227649,1.2322378,-7.8913302
-7.4177137,3.2457875,1.9962976,-8.2573108
-7.064917,2.8062909,1.2234038,-7.6992798
-3.3384806,1.6337607,2.3418938,-7.5171954
-2.5714143,1.6730474,2.045509,-6.780959
-2.529138,1.6198238,1.9730377,-6.6380892
-2.7851931,1.7279381,1.3927113,-5.5661149
-3.2179347,1.8249756,1.0236183,-4.9842595
-3.352172,1.7360965,1.3229576,-5.7257275
-3.309228,1.812185,1.0486479,-5.069174
-5.9058367,2.5849521,1.2144611,-6.772672
-5.1975692,2.543578,1.4578971,-6.8884032
-1.3470623,1.4648646,1.2200524,-5.3934226
-1.8148073,1.2131386,1.2396054,-5.7139503
-1.2333638,1.0488255,1.2990834,-5.7577876
-0.17502786,0.82772569,1.0316933,-4.8229455
-0.65949811,1.309361,0.6345048,-5.899837
-1.0364575,1.1557714,0.66885735,-3.5260363
-1.0364575,1.1557714,0.66885735,-3.5260363
-1.0364575,1.1557714,0.66885735,-3.5260363
-1.0364575,1.1557714,0.66885735,-3.5260363
-1.0382695,1.0932975,0.73293073,-4.1386635
-4.5569411,2.1415734,1.3824549,-6.106916
-4.6302743,2.1571527,1.516598,-6.3141899
-4.4330228,2.225794,1.5892773,-6.4114846
-5.040206,2.1936831,1.8749716,-7.0072026
-5.9165224,2.6510618,1.7221879,-7.0838007
-5.5598441,2.5033341,0.99160501,-6.7957243
-6.1922709,2.6234691,1.6095662,-7.0043191
-4.5601399,2.2382172,2.0191673,-7.0369106
-3.6103923,2.4066304,2.1371735,-8.3739497
0.034452717,0.58336042,1.0540332,-6.884244
1.6113195,0.20531244,1.0951775,-6.4647803
2.9644761,0.26877283,0.93728023,-6.1628747
2.6016941,0.11984056,1.5919854,-6.2137086
4.275892,0.40737075,1.5462625,-11.189134
3.9984828,0.31620506,1.5483498,-9.0463019
-2.353392,1.4728337,1.1162577,-5.0131828
-1.5109353,1.4931913,1.4135626,-5.6924353
-2.0696134,1.608231,1.0056209,-4.8217154
-0.26608667,0.93049298,1.434093,-5.4462345
-2.0601839,1.4504989,1.5960736,-5.8698558
1.4213973,0.61901121,0.81101148,-4.5519689
1.4815177,0.56870914,0.81125321,-4.406067
1.4815177,0.56870914,0.81125321,-4.406067
-0.44010562,1.0454862,0.88230492,-3.8972592
-0.78717353,0.98212449,1.1061881,-5.0485681
0.27445888,0.91712313,0.87437694,-4.118774
-2.4149967,1.7413206,0.81405256,-5.1363712
0.70861782,0.55752747,1.0320215,-5.1566165
1.0777706,0.73997788,0.74253671,-4.5554969
0.68568723,0.69881751,0.74767193,-3.8340296
0.34339747,0.87678175,0.92922723,-4.1889682
1.6058607,0.55006986,0.72936309,-4.5370536
0.88536458,0.78250309,0.68986195,-4.3505295
0.88536458,0.78250309,0.68986195,-4.3505295
0.0106779,0.91674579,0.7944843,-3.6914853
0.0106779,0.91674579,0.7944843,-3.6914853
-0.30365064,0.93416018,0.78389136,-3.835111
-3.2559347,1.6717289,1.0174825,-5.5013227
-5.8247537,2.5345095,1.2738624,-6.678036
-5.2718196,2.4263511,1.0279701,-6.4659657
1.9411143,0.39578942,1.143946,-5.1023311
1.521656,0.59854433,1.0851809,-5.0210499
1.7058222,0.28051589,0.96715084,-5.4760045
2.3477371,0.38656062,0.93289934,-5.3231738
-2.4854524,1.8754382,1.0123858,-6.4261889
-2.7513547,1.504296,0.77886038,-5.6537801
-0.025350576,1.0955983,0.81327445,-4.7874922
-2.1196835,1.8105173,1.0589649,-6.721078
-2.4379564,1.6796079,0.96648271,-4.7239694
-2.6473863,1.5271343,0.96100737,-5.0083001
-2.4446924,1.6977147,1.0247671,-4.9039841
-2.9796171,1.696164,1.1104755,-5.0653302
-3.0663741,1.4934943,1.0507545,-6.6328673
-2.8828575,1.514167,1.0971271,-5.8019902
-3.0766584,1.761612,0.97940664,-4.8369574
-2.0771182,1.3229807,1.1860867,-5.4418365
-0.46060892,1.1081862,1.1617509,-4.7570126
-1.8754521,1.4611663,0.58596673,-3.7234344
-1.8754521,1.4611663,0.58596673,-3.7234344
-1.6862386,1.4399913,0.59484634,-3.7584696
0.19006299,0.6176375,1.2518904,-5.9912121
1.0538368,0.75355154,1.2606005,-5.3417463
1.1483584,0.93446914,1.317607,-6.8189067
1.1245487,0.14625741,2.2624975,-8.1781435
-0.63138256,0.88689288,1.3936799,-5.8600378
-3.6301171,1.6576111,1.2968876,-6.6376322
-0.72549947,1.0156092,0.85904052,-4.2187581
0.14563896,0.83926927,0.75771395,-3.7047814
-0.0070134258,0.94683165,0.79731352,-3.715732
-2.33475,1.630347,0.93583824,-4.5390513
0.81977102,0.84131678,1.1172396,-5.1320385
-0.55138382,0.98797252,0.93282567,-4.2570198
-0.27705137,0.52333624,1.7548776,-7.9574906
-0.26155545,0.82149862,1.6993412,-6.2543264
-0.53763943,1.2614346,2.3095302,-7.3018055
-2.299811,1.3969473,2.2988653,-7.2874951
-3.6985054,2.1180137,1.8644541,-6.8431474
-5.1174597,1.914081,2.3151673,-8.3296379
-3.4152075,1.9131537,1.5380394,-6.0068256
-1.7424111,1.7069999,1.3909368,-6.5760172
-0.33060493,1.3010179,1.5831827,-6.5707842
-1.1397144,1.0525037,1.2908183,-5.5624215
-0.56660858,1.2682208,1.2762402,-5.554538
-1.0904872,1.4212258,0.99508189,-5.2613501
-0.61211324,0.85495975,1.2047483,-5.772458
-2.7681159,1.5943472,0.85336905,-4.7543824
-2.7681159,1.5943472,0.85336905,-4.7543824
-1.254438,1.2892809,1.2396759,-4.9412311
-2.2044487,1.5538015,0.59176741,-4.0044283
-2.2044487,1.5538015,0.59176741,-4.0044283
-2.2044487,1.5538015,0.59176741,-4.0044283
-2.1324475,1.555011,0.58558093,-4.058006
-1.2487744,1.2728197,0.86202413,-3.90585
-0.96333736,1.2401457,0.7226442,-3.6205974
-1.161017,1.3654776,0.71558889,-4.2635231
0.34421405,0.91031362,0.66160855,-3.8698948
-0.55358731,1.14895,1.5828892,-5.7923553
-1.5530343,1.8448686,1.3895347,-8.5390849
-6.0564614,2.5448695,1.1977806,-6.8977084
-3.7229776,2.0587744,1.4065402,-5.9893724
-3.1030303,2.0333317,0.97087578,-6.6173428
-3.0680477,1.7976691,0.83938434,-4.6989326
-1.2539239,1.2650564,0.71341953,-3.5270945
-1.2539239,1.2650564,0.71341953,-3.5270945
-1.7089428,1.210616,0.80699093,-5.1606308
-1.7774124,1.3302194,0.6920868,-4.0326802
0.006430476,0.98710682,0.60037283,-3.5801227
-0.6749969,0.9923043,0.64933856,-4.0837377
-0.6749969,0.9923043,0.64933856,-4.0837377
0.36373639,1.1420532,0.78003075,-7.9612934
-1.5857656,1.7970575,0.9207156,-9.855822
-2.8223274,1.2828907,1.0831696,-8.6103066
-2.8156171,1.5108954,1.0776169,-5.6408792
2.4899004,0.14162199,1.2610493,-5.6678315
0.40243627,0.83536854,1.6424573,-5.9057042
0.85959641,0.98574901,1.5448726,-6.6771403
0.050030099,0.86789419,1.5439871,-5.6804333
-0.13235875,0.99604524,1.089975,-4.5355983
-0.79306959,1.0445556,1.3872611,-5.4004174
0.7999871,0.65801096,1.1987771,-4.9480616
0.97675005,0.74348832,1.175861,-5.0373399
0.09852143,0.78830535,1.3684262,-5.4055467
0.31247948,0.76060659,1.357074,-5.319178
-0.075216152,1.0049987,0.70135728,-3.6360255
-0.075216152,1.0049987,0.70135728,-3.6360255
0.46162245,0.71727805,0.82846913,-4.1081695
1.5596632,0.48229535,1.1002709,-4.8794584
2.692716,0.10272519,1.1733505,-5.5803415
2.0747752,0.37081985,1.2287215,-5.3189139
1.2453138,0.75137509,1.9380248,-6.750878
1.2154155,0.69812151,1.5945637,-6.0000369
-1.0679749,1.1346459,1.8161923,-6.291791
-0.13920416,1.2097844,1.1158056,-5.8320913
1.5266212,0.63753184,0.76939056,-5.0490708
-1.1501764,1.3115811,0.82822082,-3.9897247
-3.139662,1.5937276,0.78844693,-6.1812688
-2.6451455,1.6623844,0.78453187,-4.3309145
-2.5377705,1.6188997,0.74967982,-4.2194687
-1.6983347,1.2066349,0.85940611,-5.1452604
-0.49411074,0.90805512,1.1347975,-5.0590004
0.76329588,1.0289007,2.0527075,-7.3223788
0.59783512,0.63658524,1.8170055,-6.3855045
0.97125508,0.69639803,0.72063964,-3.9550641
0.97125508,0.69639803,0.72063964,-3.9550641
0.54589296,0.82257118,0.73949368,-3.8201432
-2.0562414,1.5163021,1.2739992,-5.1423293
-3.245531,2.0046832,0.73867138,-6.4810908
-1.7617905,1.4351252,0.99771699,-4.3986644
-0.75694721,1.1343369,0.78120525,-3.6162897
-0.75694721,1.1343369,0.78120525,-3.6162897
-0.11306924,1.065566,0.78991046,-4.166535
-0.38249477,1.1137748,0.70866399,-3.7930476
0.65218531,0.80383292,0.75683226,-3.9438018
0.18874828,0.78731963,1.0064543,-4.4789803
-0.58691455,1.0412352,0.84032184,-3.8397164
-2.6314573,1.6710755,1.2374125,-5.18558
-2.373062,1.4505831,0.66097329,-4.9468623
-2.373062,1.4505831,0.66097329,-4.9468623
-2.0208852,1.3809469,0.68084277,-4.3242715
-2.026957,1.4502289,0.87796131,-4.1934117
-1.3279669,1.2640017,0.6943677,-3.5368053
-1.2085402,1.2483025,0.92381513,-4.0694935
-5.3731224,2.2995787,1.2913945,-6.5570355
-0.054614177,1.0782996,1.3962881,-5.5667127
2.8764228,0.18893622,0.90813243,-5.451327
2.0457937,0.29762528,0.59668447,-5.2968498
2.7404971,0.1043466,0.9218448,-5.3723175
4.5296679,-0.41836606,1.1877885,-6.7064584
4.4270456,-0.18429133,0.95868752,-7.0701585
3.8881249,0.067526574,2.2046825,-7.5837691
3.0861874,0.08215133,1.6882904,-6.4184699
-1.9513816,1.0263976,1.6197755,-7.6880402
4.6764957,-0.12883643,0.96414359,-8.4741744
2.4462778,0.25941534,0.92976043,-5.0429398
1.2976799,0.55633348,0.94199876,-4.4427274
2.2620946,0.20374215,1.0013756,-5.2419959
-0.79796672,1.08092,0.80533107,-3.8294158
-3.2910225,1.5478336,0.74931949,-8.3363365
1.2609823,0.50735115,1.0881031,-4.8546937
1.9182143,0.73815451,1.7574497,-7.2620652
0.93112973,0.59754791,1.6854598,-6.0779598
2.7302376,-0.041801848,0.91449443,-6.6172783
2.7302376,-0.041801848,0.91449443,-6.6172783
3.8757029,-0.39074681,1.1235214,-7.3241539
3.9717819,-0.47736722,1.0894746,-8.185024
1.6441298,0.47047967,1.064478,-4.8315383
0.8758259,0.62065235,0.85577109,-4.2142666
2.2323995,0.22675376,1.0746305,-5.2467542
1.3161446,0.72669826,1.0077166,-5.2723988
0.67020379,0.34580827,1.0013907,-8.2531112
4.4769764,-0.2086981,1.3915518,-6.6847533
5.027905,-0.077642539,1.4188495,-8.6799288
3.0897696,0.44454611,1.3893077,-7.7456398
2.3799036,0.15357508,2.0417297,-6.9449707
1.9466507,0.57909862,1.3491567,-6.0211308
0.74868793,0.75758488,0.69171045,-3.799965
-0.20959144,0.98634792,0.82090366,-3.7362924
-0.14219609,0.970105,1.0779587,-4.4737593
0.37382709,0.83092944,0.91959585,-4.1037813
-1.7408878,1.4334227,0.69756235,-3.7352387
-0.58669013,1.0734584,0.82792734,-3.7435713
-0.95149906,1.1106391,0.78903389,-3.8742356
-2.7029745,1.5791268,0.85371031,-4.699942
1.628087,0.51749881,1.2943098,-5.3433362
2.2205136,0.34555792,0.8936637,-4.8947632
1.3868711,0.48646403,0.88346915,-4.460224
0.23014406,0.9493328,0.92127136,-4.317665
-2.3958657,1.6444109,0.64001386,-4.3352111
-2.3958657,1.6444109,0.64001386,-4.3352111
0.56126708,0.83579731,0.7324869,-3.9105258
-0.6889031,1.1794165,1.3617542,-5.2768821
-3.4380105,1.8839843,1.5385097,-5.9871481
0.20459855,0.78040335,1.5461675,-5.7538222
-0.074845638,1.0323844,1.7356372,-6.1412206
-0.21483112,0.80532046,1.4079419,-5.7270856
0.37399459,0.98178655,1.3417596,-5.5760008
-4.4398154,1.9886532,1.5206473,-6.4977425
-3.4712625,1.7370918,1.5412638,-6.2030074
-1.4461399,1.1933548,1.0553083,-4.8300043
0.081357499,0.99584928,0.65197572,-3.9159783
2.0736968,0.28766802,1.0155368,-5.0309861
-1.3937002,1.2429965,0.67798303,-3.7128485
-1.069301,1.1208645,0.73089588,-3.9544199
-1.2143275,1.4037702,0.62662716,-4.7474116
-1.2143275,1.4037702,0.62662716,-4.7474116
-1.743136,1.332258,0.74283845,-3.9810459
-1.743136,1.332258,0.74283845,-3.9810459
-0.5190829,1.1371118,0.70177332,-3.6639844
-0.5207963,1.2036335,0.74485016,-4.3742337
-1.8886693,1.3495669,0.58354198,-4.3203136
-1.3240422,1.3456282,0.8577141,-4.027716
-1.3943167,1.4475814,1.2394499,-5.2770005
-1.1889266,1.6890706,1.2089528,-8.1817984
-1.6002431,1.471978,1.1043215,-4.8725124
-0.41526473,0.97168647,0.77742773,-3.7754749
0.26116771,0.88358575,0.88852705,-4.0272595
-1.299976,1.338843,1.4290494,-5.4497069
3.2549926,0.066274521,0.75537953,-6.0663619
4.184144,-0.22120609,0.85485008,-6.8008514
5.394215,-1.0428386,1.2630901,-10.801813
5.394215,-1.0428386,1.2630901,-10.801813
5.1999183,-1.1390244,1.2607445,-13.32233
3.4837657,0.22441426,1.9237706,-7.329264
-2.6272925,1.4295777,0.80976522,-6.1141169
-3.2134611,1.4331349,2.371127,-7.9751695
-2.6823155,1.6274826,1.1213707,-4.9593247
-3.0102269,1.8017965,1.1957379,-5.2499966
-2.8822542,1.545871,0.97884716,-5.4859429
-2.9270986,1.6674303,1.0095408,-4.9004954
-1.5436988,1.4865715,0.79738159,-4.5841257
-2.913686,1.8244582,0.83804303,-4.9235194
-2.8551296,1.6816086,1.3178635,-5.4153117
-0.19268409,0.97857534,0.74323684,-3.526311
0.71084381,0.58267315,0.70097216,-4.7767592
1.7215755,0.53199847,1.1142314,-5.1006654
-1.1674914,1.0409525,1.5743811,-6.1495696
-0.22604639,0.92644727,1.2314025,-4.9409599
-1.6026343,1.6056806,1.1477741,-5.8646298
1.1152879,0.82200961,0.95586533,-5.5715165
1.5113678,0.36896822,0.76242222,-5.08968
2.2005405,0.29408052,0.68839983,-4.9428248
2.2005405,0.29408052,0.68839983,-4.9428248
-2.2214044,1.5235775,2.0748065,-6.7906693
-3.2829251,1.3676402,2.2094854,-8.1905876
-1.6810385,1.3669079,0.91995089,-4.1659281
-1.4104951,1.3003563,0.8474045,-3.9025947
2.3987083,0.0013030803,0.92686695,-7.0194023
2.7310827,0.12503113,0.92662332,-5.3057069
1.4867059,0.47828556,0.70795491,-4.2769381
1.4959461,0.37731551,0.78217568,-5.0112393
1.9147811,0.2777877,0.7096213,-5.2881995
1.8257949,0.39606164,0.66829226,-4.5770449
1.8257949,0.39606164,0.66829226,-4.5770449
1.6541123,0.43668701,0.61944965,-4.5102574
1.6541123,0.43668701,0.61944965,-4.5102574
1.6541123,0.43668701,0.61944965,-4.5102574
1.6541123,0.43668701,0.61944965,-4.5102574
1.6541123,0.43668701,0.61944965,-4.5102574
1.6541123,0.43668701,0.61944965,-4.5102574
1.0213688,0.50504581,0.59070299,-5.2094187
1.9304422,0.38577195,0.71255932,-4.6000292
3.3599243,0.1329367,1.1583716,-6.12475
2.8192,0.10865234,1.1886774,-5.5712402
4.1316866,-0.28797122,0.98358288,-6.5399671
4.5086426,-0.33164969,0.91550264,-6.9699759
5.352963,-0.70119898,1.5530867,-7.3196227
5.3462492,-0.38451546,1.191023,-7.6240466
-3.7116639,2.1133039,1.0778124,-5.9407369
-3.1519604,1.7917872,1.6349852,-6.1027625
0.20382675,0.8645725,0.63286198,-3.3812854
0.20382675,0.8645725,0.63286198,-3.3812854
0.20382675,0.8645725,0.63286198,-3.3812854
-0.22419631,1.0052167,0.62497918,-3.285851
-1.8738775,1.3801462,0.96168303,-4.4050855
-2.7133769,1.7463092,0.82864052,-4.6409065
-3.5664531,1.835119,1.0252532,-5.2730952
-3.2334534,1.7726939,1.034317,-5.0353179
-3.8593752,1.9463198,0.80342425,-5.3962302
4.5428868,-0.24064292,1.0409838,-6.8523484
2.9552133,0.15920653,1.1380943,-5.5936098
2.6454007,0.045845928,0.93015183,-5.8319393
3.9601188,-0.087433287,1.0567753,-6.3086839
